Arrest Date,Time,Area Name,Age,Sex Code,Descent Code,Arrest Type Code,Charge Description,lat,long,disp_0.5_mile,disp_1_mile,school_0.5_mile,school_1_mile
2015-01-01,1610.0,Southeast,19,M,B,M,possess 28.5 grams or less of marijuana**,33.9456,-118.2739,1,2,5,16
2015-01-01,820.0,Hollywood,23,M,B,F,transport/sell/furnish/etc marijuana,34.1016,-118.3387,0,5,2,4
2015-01-02,1030.0,Pacific,24,F,W,F,transport/sell/furnish/etc marijuana,33.992,-118.4201,1,2,5,9
2015-01-02,1530.0,Pacific,30,M,O,F,possession marijuana for sale,33.944,-118.4073,0,1,0,0
2015-01-03,1940.0,Southwest,26,M,H,F,transport/sell/furnish/etc marijuana,34.026,-118.3652,0,1,2,5
2015-01-03,1655.0,West LA,33,M,W,F,transport/sell/furnish/etc marijuana,34.0501,-118.4472,0,4,1,4
2015-01-03,2350.0,Hollywood,54,M,B,F,possession marijuana for sale,34.1016,-118.3267,2,2,2,10
2015-01-03,2215.0,Hollywood,20,M,H,F,possession marijuana for sale,34.0865,-118.3169,2,5,3,11
2015-01-03,1230.0,Wilshire,21,M,B,I,possess 28.5 grams or less of marijuana,34.0357,-118.3372,0,1,0,9
2015-01-03,1700.0,Southwest,21,M,B,M,poss of more than 28.5 grams of marijuana,34.0145,-118.3045,0,1,4,15
2015-01-03,5.0,Hollywood,22,M,H,M,possess 28.5 grams or less of marijuana**,34.0863,-118.3051,4,5,2,11
2015-01-04,1950.0,West LA,22,M,W,M,possess 28.5 grams or less of marijuana**,34.05,-118.4106,0,0,0,0
2015-01-04,315.0,Mission,32,M,H,F,possession marijuana for sale,34.2427,-118.4702,0,0,2,13
2015-01-04,315.0,Mission,40,F,H,F,possession marijuana for sale,34.2427,-118.4702,0,0,2,13
2015-01-05,1730.0,N Hollywood,25,F,W,F,possession marijuana for sale,34.1722,-118.3727,1,5,2,6
2015-01-05,1730.0,N Hollywood,35,M,O,F,transport/sell/furnish/etc marijuana,34.1722,-118.3727,1,5,2,6
2015-01-05,2020.0,West LA,21,M,O,F,transport/sell/furnish/etc marijuana,34.0468,-118.4473,1,4,1,5
2015-01-05,1230.0,Harbor,24,M,H,F,possession marijuana for sale,33.7888,-118.2403,0,0,1,1
2015-01-05,1430.0,Foothill,24,M,H,F,unlawfully plant/cultivate/etc marijuana,34.2606,-118.3399,0,0,0,0
2015-01-06,1350.0,Pacific,24,M,B,I,possess 28.5 grams or less of marijuana,33.9875,-118.4741,1,2,1,3
2015-01-06,1920.0,West LA,18,M,H,F,transport/sell/furnish/etc marijuana,34.0468,-118.4473,1,4,1,5
2015-01-06,1405.0,Pacific,30,M,B,F,transport/sell/furnish/etc marijuana,33.9848,-118.4698,1,2,2,4
2015-01-07,1700.0,77th Street,29,M,H,F,possession marijuana for sale,33.9691,-118.309,0,0,1,5
2015-01-07,1430.0,Devonshire,40,M,W,F,possession marijuana for sale,34.2202,-118.571,0,0,2,6
2015-01-07,645.0,Foothill,21,M,H,F,possession marijuana for sale,34.2345,-118.3886,0,0,3,3
2015-01-07,630.0,Southwest,50,M,B,F,possession marijuana for sale,34.0074,-118.329,0,1,2,10
2015-01-07,1530.0,Southwest,58,M,B,F,transport/sell/furnish/etc marijuana,34.0145,-118.2937,0,1,2,17
2015-01-07,1645.0,Southwest,47,M,B,F,transport/sell/furnish/etc marijuana,34.0109,-118.3013,0,1,3,15
2015-01-07,1530.0,Southwest,47,M,B,F,transport/sell/furnish/etc marijuana,34.0145,-118.2937,0,1,2,17
2015-01-07,2000.0,Van Nuys,50,M,W,M,possess 28.5 grams or less of marijuana,34.1976,-118.4662,0,1,1,8
2015-01-08,2150.0,77th Street,36,M,B,M,possess 28.5 grams or less of marijuana**,33.9601,-118.2782,1,1,4,20
2015-01-08,1845.0,77th Street,22,M,B,M,possess 28.5 grams or less of marijuana**,33.9629,-118.2695,0,1,4,14
2015-01-08,1525.0,Mission,23,M,H,M,possess 28.5 grams or less of marijuana**,34.2288,-118.4655,0,0,4,14
2015-01-08,1455.0,Hollenbeck,25,M,O,F,possession marijuana for sale,34.0661,-118.2089,0,2,1,12
2015-01-08,2315.0,West LA,27,M,O,F,possession marijuana for sale,34.0449,-118.3866,0,0,2,7
2015-01-08,2145.0,Southwest,22,M,B,F,transport/sell/furnish/etc marijuana,34.0165,-118.3132,1,1,7,11
2015-01-08,1540.0,Hollywood,20,M,H,F,possession marijuana for sale,34.1016,-118.3374,0,5,2,5
2015-01-09,1330.0,Topanga,41,M,W,F,possession marijuana for sale,34.2119,-118.6176,0,0,2,4
2015-01-09,1630.0,77th Street,58,M,W,F,possession marijuana for sale,33.9708,-118.2783,0,1,2,13
2015-01-09,2220.0,Harbor,19,M,H,F,transport/sell/furnish/etc marijuana,33.7862,-118.2908,0,0,1,3
2015-01-09,2330.0,Rampart,17,M,H,M,possess 28.5 grams or less of marijuana,34.0777,-118.2868,1,2,7,13
2015-01-09,1134.0,Mission,28,M,H,M,possess 28.5 grams or less of marijuana,34.3086,-118.4317,0,0,3,8
2015-01-09,2350.0,West Valley,20,M,H,I,possess 28.5 grams or less of marijuana,34.1939,-118.536,0,0,0,8
2015-01-10,1050.0,Newton,26,M,H,F,possession marijuana for sale,34.0104,-118.2535,0,1,8,17
2015-01-10,2205.0,Rampart,32,M,H,M,poss of more than 28.5 grams of marijuana,34.062,-118.2804,2,3,9,26
2015-01-10,1145.0,Central,27,M,W,F,unlawfully plant/cultivate/etc marijuana,34.0481,-118.2507,7,12,2,9
2015-01-10,215.0,Topanga,24,M,B,F,possession marijuana for sale,34.1956,-118.6059,0,1,2,7
2015-01-10,1115.0,Wilshire,20,M,B,M,possess 28.5 grams or less of marijuana,34.0453,-118.366,1,3,2,6
2015-01-11,1955.0,N Hollywood,25,F,O,F,possession marijuana for sale,34.1722,-118.3727,1,5,2,6
2015-01-12,2115.0,N Hollywood,22,M,H,F,possession marijuana for sale,34.194,-118.4181,0,0,2,6
2015-01-12,2115.0,N Hollywood,21,F,H,F,possession marijuana for sale,34.194,-118.4181,0,0,2,6
2015-01-13,1015.0,Central,47,M,B,F,possession marijuana for sale,34.0428,-118.2461,6,13,1,6
2015-01-13,1900.0,77th Street,48,M,B,F,possession marijuana for sale,33.994,-118.3308,0,0,5,11
2015-01-13,1830.0,Olympic,29,M,B,F,possession marijuana for sale,34.0418,-118.3134,1,2,4,12
2015-01-13,1710.0,West LA,45,M,W,I,possess 28.5 grams or less of marijuana,34.0407,-118.4405,1,6,1,6
2015-01-13,1630.0,West LA,47,M,W,M,possess 28.5 grams or less of marijuana**,34.0459,-118.4507,0,2,1,4
2015-01-13,1515.0,Van Nuys,21,M,W,M,possess 28.5 grams or less of marijuana,34.2049,-118.4706,0,1,1,5
2015-01-13,1950.0,Van Nuys,22,M,B,M,possess 28.5 grams or less of marijuana,34.2048,-118.4727,0,1,1,5
2015-01-14,1610.0,Central,28,M,H,F,unlawfully plant/cultivate/etc marijuana,34.0388,-118.2574,8,19,0,9
2015-01-14,1520.0,Pacific,29,M,B,F,transport/sell/furnish/etc marijuana,33.9913,-118.4751,2,3,1,3
2015-01-14,1800.0,Southwest,36,M,H,F,transport/sell/furnish/etc marijuana,34.0327,-118.309,0,1,2,14
2015-01-14,1745.0,77th Street,22,M,H,F,possession marijuana for sale,33.9646,-118.3003,0,0,3,8
2015-01-14,1755.0,Southwest,31,M,H,F,transport/sell/furnish/etc marijuana,34.0309,-118.3078,0,1,2,14
2015-01-14,500.0,Topanga,50,F,W,I,possess 28.5 grams or less of marijuana,34.1915,-118.5843,0,0,0,2
2015-01-15,1645.0,Newton,19,F,W,F,transport/sell/furnish/etc marijuana,33.9851,-118.2783,0,0,3,16
2015-01-15,1645.0,Newton,20,F,H,F,transport/sell/furnish/etc marijuana,33.9851,-118.2783,0,0,3,16
2015-01-15,1645.0,Newton,43,M,O,F,transport/sell/furnish/etc marijuana,33.9851,-118.2783,0,0,3,16
2015-01-15,1645.0,Newton,42,M,O,F,transport/sell/furnish/etc marijuana,33.9851,-118.2783,0,0,3,16
2015-01-15,1645.0,Newton,21,F,O,F,transport/sell/furnish/etc marijuana,33.9851,-118.2783,0,0,3,16
2015-01-15,1645.0,Newton,35,M,B,F,transport/sell/furnish/etc marijuana,33.9851,-118.2783,0,0,3,16
2015-01-16,1755.0,Mission,15,F,H,I,possess 28.5 grams or less of marijuana,34.2282,-118.4575,0,0,5,14
2015-01-16,1805.0,Mission,14,F,H,I,possess 28.5 grams or less of marijuana,34.2282,-118.4575,0,0,5,14
2015-01-16,1800.0,Mission,15,M,H,I,possess 28.5 grams or less of marijuana,34.2282,-118.4575,0,0,5,14
2015-01-16,2250.0,Hollywood,31,M,B,I,possess 28.5 grams or less of marijuana,34.1016,-118.331,2,2,1,8
2015-01-16,1330.0,Central,25,M,B,M,possess 28.5 grams or less of marijuana,34.0428,-118.2461,6,13,1,6
2015-01-16,2055.0,Southeast,21,M,B,F,transport/sell/furnish/etc marijuana,33.939,-118.2314,0,0,5,17
2015-01-17,1410.0,Hollywood,21,M,W,M,possess 28.5 grams or less of marijuana,34.1016,-118.3267,2,2,2,10
2015-01-17,915.0,Pacific,26,M,B,M,possess 28.5 grams or less of marijuana,33.9968,-118.4662,2,4,3,4
2015-01-17,1510.0,Southeast,27,M,B,F,possession marijuana for sale,33.9315,-118.232,0,0,2,10
2015-01-17,2140.0,Foothill,19,M,H,F,transport/sell/furnish/etc marijuana,34.2202,-118.3489,0,1,0,2
2015-01-18,100.0,Hollywood,19,M,H,F,transport/sell/furnish/etc marijuana,34.1084,-118.3213,0,2,1,7
2015-01-18,100.0,Hollywood,23,M,H,F,transport/sell/furnish/etc marijuana,34.1084,-118.3213,0,2,1,7
2015-01-18,2250.0,Foothill,24,F,H,M,possess 28.5 grams or less of marijuana,34.2627,-118.4049,0,0,0,6
2015-01-18,1411.0,West Valley,24,M,H,I,possess 28.5 grams or less of marijuana,34.2012,-118.5099,0,0,2,11
2015-01-18,1430.0,West Valley,26,M,W,M,poss of more than 28.5 grams of marijuana,34.1847,-118.5441,0,0,2,5
2015-01-18,1800.0,Southwest,28,M,B,F,possession marijuana for sale,34.0055,-118.3138,0,2,5,13
2015-01-19,1820.0,West LA,47,F,W,I,possess 28.5 grams or less of marijuana,34.0362,-118.4367,4,6,2,7
2015-01-19,2000.0,Olympic,41,M,H,F,transport/sell/furnish/etc marijuana,34.0382,-118.2847,0,5,5,21
2015-01-19,1745.0,N Hollywood,25,F,H,F,possession marijuana for sale,34.1556,-118.3703,0,3,0,5
2015-01-19,1745.0,N Hollywood,26,F,W,F,possession marijuana for sale,34.1556,-118.3703,0,3,0,5
2015-01-19,1745.0,N Hollywood,32,F,O,F,possession marijuana for sale,34.1556,-118.3703,0,3,0,5
2015-01-20,1550.0,Mission,19,M,H,M,possess 28.5 grams or less of marijuana**,34.2246,-118.4622,0,1,4,11
2015-01-20,1500.0,Central,29,F,B,F,possession marijuana for sale,34.0454,-118.2466,6,12,0,4
2015-01-20,1650.0,Van Nuys,38,M,W,F,possession marijuana for sale,34.1452,-118.4154,0,0,0,2
2015-01-20,1635.0,Hollywood,25,F,H,F,possession marijuana for sale,34.0962,-118.349,2,6,1,8
2015-01-20,1635.0,Hollywood,27,M,W,F,possession marijuana for sale,34.0962,-118.349,2,6,1,8
2015-01-20,1500.0,Central,23,M,B,F,possession marijuana for sale,34.0448,-118.2474,6,13,0,5
2015-01-21,230.0,Hollywood,22,M,B,I,possess 28.5 grams or less of marijuana,34.1016,-118.3417,0,5,2,4
2015-01-21,1430.0,Foothill,19,F,H,I,possess 28.5 grams or less of marijuana,34.2179,-118.4078,0,0,3,7
2015-01-21,1430.0,Foothill,18,M,H,I,possess 28.5 grams or less of marijuana,34.2179,-118.4078,0,0,3,7
2015-01-21,1800.0,77th Street,22,F,H,F,possession marijuana for sale,33.9709,-118.3308,0,0,1,5
2015-01-21,1815.0,West LA,28,M,O,F,transport/sell/furnish/etc marijuana,34.0366,-118.3889,0,2,3,5
2015-01-21,1730.0,Devonshire,27,M,H,F,transport/sell/furnish/etc marijuana,34.234,-118.5536,0,0,0,3
2015-01-22,230.0,Olympic,21,M,B,I,possess 28.5 grams or less of marijuana,34.0597,-118.3091,0,2,3,11
2015-01-22,1930.0,Van Nuys,24,M,H,M,possess 28.5 grams or less of marijuana,34.1867,-118.4509,0,1,4,9
2015-01-22,1840.0,Hollywood,18,M,H,M,possess 28.5 grams or less of marijuana**,34.0908,-118.3244,0,5,2,11
2015-01-22,1400.0,Newton,15,M,H,F,possession marijuana for sale,34.0185,-118.2756,1,6,6,19
2015-01-22,1900.0,77th Street,33,M,B,F,possession marijuana for sale,33.9806,-118.3111,1,1,1,8
2015-01-22,2345.0,77th Street,42,M,H,F,possession marijuana for sale,34.0028,-118.3089,0,1,1,13
2015-01-23,1700.0,77th Street,26,M,H,F,possession marijuana for sale,33.9974,-118.2849,0,2,3,19
2015-01-23,1910.0,Wilshire,44,M,B,F,possession marijuana for sale,34.0387,-118.3717,0,2,2,5
2015-01-23,1615.0,Rampart,32,M,H,F,possession marijuana for sale,34.0549,-118.2778,1,4,9,27
2015-01-23,2115.0,Devonshire,19,M,W,I,possess 28.5 grams or less of marijuana,34.2755,-118.5473,0,0,0,1
2015-01-23,1935.0,77th Street,52,M,B,M,possess 28.5 grams or less of marijuana**,33.9632,-118.2856,1,1,6,13
2015-01-24,1645.0,Southwest,19,M,B,F,transport/sell/furnish/etc marijuana,34.0073,-118.298,0,1,4,15
2015-01-24,549.0,Wilshire,41,M,B,I,possess 28.5 grams or less of marijuana,34.0837,-118.3532,1,6,3,7
2015-01-25,1410.0,Olympic,16,M,H,F,possession marijuana for sale,34.0598,-118.3009,0,1,5,18
2015-01-26,2150.0,Hollenbeck,22,M,H,F,transport/sell/furnish/etc marijuana,34.0216,-118.2048,2,5,3,11
2015-01-26,1220.0,Devonshire,19,M,B,M,poss of more than 28.5 grams of marijuana,34.2792,-118.4858,0,0,2,6
2015-01-27,1400.0,Southeast,25,M,B,F,possession marijuana for sale,33.9511,-118.2739,0,3,6,15
2015-01-27,1400.0,Southeast,25,M,B,F,possession marijuana for sale,33.9513,-118.2538,0,0,3,16
2015-01-27,1705.0,Hollywood,21,M,B,F,transport/sell/furnish/etc marijuana,34.098,-118.3441,1,5,2,5
2015-01-27,1400.0,Southeast,34,M,H,F,possession marijuana for sale,33.9513,-118.2538,0,0,3,16
2015-01-27,1230.0,Devonshire,49,M,W,F,unlawfully plant/cultivate/etc marijuana,34.2721,-118.5175,0,0,0,4
2015-01-28,1625.0,N Hollywood,22,M,W,F,possession marijuana for sale,34.1867,-118.3703,1,2,1,4
2015-01-28,1715.0,Hollywood,29,M,H,F,possession marijuana for sale,34.0863,-118.3051,4,5,2,11
2015-01-28,1625.0,N Hollywood,21,M,H,F,possession marijuana for sale,34.1867,-118.3703,1,2,1,4
2015-01-28,100.0,Mission,52,M,H,F,unlawfully plant/cultivate/etc marijuana,34.2996,-118.4522,0,0,1,8
2015-01-28,1835.0,Southeast,20,F,H,F,transport/sell/furnish/etc marijuana,33.9501,-118.2781,1,3,5,16
2015-01-28,200.0,Van Nuys,30,M,W,F,possession marijuana for sale,34.1576,-118.44,0,4,0,2
2015-01-28,1835.0,Southeast,29,M,H,F,transport/sell/furnish/etc marijuana,33.9519,-118.2781,0,2,4,17
2015-01-28,1835.0,Southeast,23,M,H,F,transport/sell/furnish/etc marijuana,33.9519,-118.2781,0,2,4,17
2015-01-28,1755.0,Mission,17,M,H,F,possession marijuana for sale,34.2152,-118.451,0,1,3,10
2015-01-28,1625.0,N Hollywood,21,M,W,M,possess 28.5 grams or less of marijuana,34.1867,-118.3703,1,2,1,4
2015-01-29,740.0,West Valley,27,M,H,M,possess 28.5 grams or less of marijuana**,34.1995,-118.5555,0,0,3,7
2015-01-29,1515.0,Pacific,24,M,W,F,transport/sell/furnish/etc marijuana,33.9993,-118.4636,1,3,2,6
2015-01-29,2100.0,Olympic,42,M,B,F,possession marijuana for sale,34.0763,-118.3045,0,5,4,9
2015-01-29,2100.0,Olympic,20,M,B,F,possession marijuana for sale,34.0763,-118.3045,0,5,4,9
2015-01-29,1530.0,Van Nuys,30,F,W,F,possession marijuana for sale,34.1996,-118.4725,0,0,1,5
2015-01-29,1515.0,Pacific,49,M,B,F,possession marijuana for sale,33.9993,-118.4636,1,3,2,6
2015-01-29,2125.0,77th Street,32,M,H,F,possession marijuana for sale,33.9859,-118.298,0,2,2,10
2015-01-29,1540.0,Hollywood,25,M,B,F,transport/sell/furnish/etc marijuana,34.0987,-118.3337,2,4,2,6
2015-01-29,1445.0,Van Nuys,30,M,O,F,possession marijuana for sale,34.1996,-118.4725,0,0,1,5
2015-01-29,1540.0,Hollywood,52,M,B,F,transport/sell/furnish/etc marijuana,34.1034,-118.3325,2,2,1,3
2015-01-29,1445.0,Southeast,23,M,B,F,unlawfully plant/cultivate/etc marijuana,33.9446,-118.2804,1,2,4,13
2015-01-30,1640.0,Central,53,M,B,F,transport/sell/furnish/etc marijuana,34.0446,-118.245,4,11,0,5
2015-01-30,45.0,Mission,25,M,W,M,possess 28.5 grams or less of marijuana**,34.2318,-118.4553,0,0,5,16
2015-01-30,1245.0,Topanga,54,M,W,F,possession marijuana for sale,34.2176,-118.6261,0,0,0,3
2015-01-30,1730.0,Hollywood,39,M,H,M,possess 28.5 grams or less of marijuana**,34.1041,-118.3433,0,4,1,3
2015-01-31,2005.0,77th Street,21,M,B,F,transport/sell/furnish/etc marijuana,33.9923,-118.287,0,1,4,14
2015-01-31,2030.0,Southwest,30,M,B,F,transport/sell/furnish/etc marijuana,34.0183,-118.3403,0,0,2,9
2015-01-31,1345.0,Van Nuys,58,M,B,M,possess 28.5 grams or less of marijuana,34.1867,-118.4487,0,1,4,9
2015-01-31,1800.0,Van Nuys,35,M,W,M,possess 28.5 grams or less of marijuana**,34.1877,-118.4465,0,1,3,10
2015-01-31,1450.0,Van Nuys,29,M,W,M,possess 28.5 grams or less of marijuana,34.1877,-118.4465,0,1,3,10
2015-01-31,1655.0,Van Nuys,28,F,H,M,possess 28.5 grams or less of marijuana**,34.1939,-118.4662,0,0,1,7
2015-01-31,1600.0,Van Nuys,23,F,W,M,possess 28.5 grams or less of marijuana,34.2012,-118.4662,0,1,1,6
2015-01-31,1430.0,Van Nuys,19,M,H,M,possess 28.5 grams or less of marijuana,34.1867,-118.4487,0,1,4,9
2015-01-31,1635.0,Van Nuys,29,M,H,M,possess 28.5 grams or less of marijuana**,34.1939,-118.4662,0,0,1,7
2015-01-31,1520.0,Van Nuys,34,M,B,M,possess 28.5 grams or less of marijuana,34.2142,-118.4661,1,1,0,8
2015-01-31,1445.0,Topanga,40,F,B,F,transport/sell/furnish/etc marijuana,34.1888,-118.6369,0,0,1,7
2015-01-31,1210.0,Pacific,31,M,H,F,unlawfully plant/cultivate/etc marijuana,33.9449,-118.4059,0,1,0,0
2015-02-01,1245.0,Southeast,21,M,B,F,transport/sell/furnish/etc marijuana,33.9587,-118.2869,0,1,7,13
2015-02-01,1245.0,Southeast,22,M,B,F,transport/sell/furnish/etc marijuana,33.9587,-118.2869,0,1,7,13
2015-02-01,2200.0,Mission,29,M,H,F,possession marijuana for sale,34.2247,-118.4677,0,1,3,10
2015-02-01,1919.0,Van Nuys,23,M,O,F,possession marijuana for sale,34.1536,-118.4181,0,0,1,3
2015-02-01,40.0,Foothill,21,M,H,F,transport/sell/furnish/etc marijuana,34.2935,-118.4152,1,1,2,5
2015-02-01,900.0,Devonshire,24,M,H,I,possess 28.5 grams or less of marijuana,34.2283,-118.4742,0,0,1,10
2015-02-02,700.0,Pacific,44,M,O,I,possess 28.5 grams or less of marijuana,33.9947,-118.4805,1,4,0,2
2015-02-02,1425.0,Wilshire,45,M,W,M,possess 28.5 grams or less of marijuana**,34.0474,-118.3666,1,2,2,6
2015-02-03,1840.0,N Hollywood,21,M,H,F,transport/sell/furnish/etc marijuana,34.1649,-118.3746,3,4,2,7
2015-02-03,330.0,Hollywood,21,M,H,M,possess 28.5 grams or less of marijuana,34.1138,-118.3565,0,0,0,0
2015-02-03,1040.0,Newton,14,F,H,M,minor poss 28.5+ grams marijuana/school,33.9774,-118.2739,0,0,3,11
2015-02-03,1625.0,N Hollywood,19,M,B,F,transport/sell/furnish/etc marijuana,34.1722,-118.3752,3,4,2,7
2015-02-04,2035.0,N Hollywood,24,M,H,F,transport/sell/furnish/etc marijuana,34.1976,-118.3878,2,3,0,7
2015-02-04,2000.0,Topanga,23,M,H,F,possession marijuana for sale,34.1956,-118.5955,0,1,3,7
2015-02-04,1830.0,Topanga,33,M,H,F,possession marijuana for sale,34.1938,-118.5884,0,1,1,5
2015-02-04,1830.0,Topanga,23,F,H,F,possession marijuana for sale,34.1956,-118.5954,0,1,3,7
2015-02-04,1540.0,Central,29,M,B,F,possession marijuana for sale,34.0435,-118.2471,6,13,0,6
2015-02-04,1530.0,N Hollywood,25,M,H,F,transport/sell/furnish/etc marijuana,34.1722,-118.3719,1,5,2,6
2015-02-05,1935.0,Devonshire,18,M,B,I,possess 28.5 grams or less of marijuana,34.244,-118.5583,0,0,0,5
2015-02-05,955.0,Northeast,23,M,A,I,possess 28.5 grams or less of marijuana,34.1391,-118.2186,1,1,1,3
2015-02-05,1450.0,Northeast,42,M,H,I,possess 28.5 grams or less of marijuana,34.0915,-118.2094,0,0,2,11
2015-02-05,1450.0,Northeast,37,M,H,M,possess 28.5 grams or less of marijuana,34.0915,-118.2094,0,0,2,11
2015-02-05,1800.0,Newton,33,M,H,F,transport/sell/furnish/etc marijuana,34.0028,-118.242,0,0,2,12
2015-02-05,1800.0,Newton,34,M,H,F,transport/sell/furnish/etc marijuana,34.0028,-118.242,0,0,2,12
2015-02-05,1430.0,N Hollywood,25,M,H,I,possess 28.5 grams or less of marijuana,34.166,-118.3789,3,4,1,8
2015-02-06,1715.0,Hollywood,27,M,B,F,transport/sell/furnish/etc marijuana,34.0987,-118.3337,2,4,2,6
2015-02-06,1245.0,77th Street,33,M,B,F,possession marijuana for sale,33.9792,-118.2893,0,0,3,11
2015-02-06,2135.0,77th Street,47,M,B,F,possession marijuana for sale,33.9987,-118.2915,0,1,4,13
2015-02-06,2110.0,77th Street,41,M,B,F,possession marijuana for sale,33.9987,-118.2915,0,1,4,13
2015-02-06,2110.0,77th Street,39,M,B,F,possession marijuana for sale,33.9987,-118.2915,0,1,4,13
2015-02-06,1905.0,Van Nuys,18,M,W,F,possession marijuana for sale,34.1516,-118.46,0,1,1,2
2015-02-06,1930.0,Pacific,22,M,B,F,possession marijuana for sale,33.9875,-118.4741,1,2,1,3
2015-02-06,1600.0,Pacific,56,M,W,M,possess 28.5 grams or less of marijuana,33.9934,-118.46,1,3,3,6
2015-02-06,1300.0,Central,53,M,B,M,possess 28.5 grams or less of marijuana,34.0433,-118.2504,6,15,0,5
2015-02-06,1030.0,West Valley,37,M,H,F,unlawfully plant/cultivate/etc marijuana,34.1906,-118.5535,0,0,1,6
2015-02-06,55.0,Devonshire,61,M,W,F,transport/sell/furnish/etc marijuana,34.2536,-118.5776,0,0,2,7
2015-02-07,2145.0,Hollywood,20,M,W,M,possess 28.5 grams or less of marijuana**,34.0998,-118.3237,2,3,1,11
2015-02-08,1845.0,Pacific,26,M,B,F,possession marijuana for sale,33.9953,-118.481,1,4,0,1
2015-02-09,930.0,Devonshire,50,M,W,F,possession marijuana for sale,34.259,-118.5367,0,0,0,4
2015-02-09,910.0,Pacific,29,M,W,I,possess 28.5 grams or less of marijuana,33.9933,-118.4765,1,4,1,3
2015-02-10,2000.0,Devonshire,16,M,O,F,possession marijuana for sale,34.2291,-118.5754,0,0,2,3
2015-02-10,2230.0,West Valley,19,M,H,M,possess 28.5 grams or less of marijuana**,34.2011,-118.536,0,0,1,7
2015-02-11,1415.0,Hollywood,26,M,O,F,unlawfully plant/cultivate/etc marijuana,34.0926,-118.3283,1,3,1,10
2015-02-11,225.0,Hollywood,37,M,W,F,possession marijuana for sale,34.0907,-118.3321,0,4,2,8
2015-02-11,1830.0,N Hollywood,44,M,W,F,unlawfully plant/cultivate/etc marijuana,34.1867,-118.3778,2,3,1,5
2015-02-11,1050.0,Topanga,14,M,W,F,possession marijuana for sale,34.1684,-118.6426,0,0,1,3
2015-02-11,1530.0,Central,52,M,B,F,transport/sell/furnish/etc marijuana,34.0448,-118.2474,6,13,0,5
2015-02-11,1540.0,Central,33,M,B,M,possess 28.5 grams or less of marijuana**,34.0446,-118.245,4,11,0,5
2015-02-12,1620.0,Mission,41,M,H,M,possess 28.5 grams or less of marijuana**,34.2267,-118.4704,0,0,1,9
2015-02-12,805.0,Central,26,F,B,F,possession marijuana for sale,34.0453,-118.2443,4,10,0,5
2015-02-12,1430.0,Topanga,16,M,H,M,possess 28.5 grams or less of marijuana,34.2059,-118.571,0,0,2,9
2015-02-12,640.0,Pacific,47,M,B,M,possess 28.5 grams or less of marijuana,33.988,-118.4703,1,3,1,5
2015-02-12,700.0,Wilshire,33,M,B,M,possess 28.5 grams or less of marijuana,34.0497,-118.367,1,2,2,6
2015-02-12,20.0,Harbor,33,M,H,F,possession marijuana for sale,33.7626,-118.2687,0,0,0,1
2015-02-12,1600.0,Van Nuys,21,M,O,F,possession marijuana for sale,34.2085,-118.4662,1,1,2,6
2015-02-12,2000.0,Hollywood,33,M,W,F,unlawfully plant/cultivate/etc marijuana,34.0998,-118.3211,2,3,6,10
2015-02-12,1805.0,West Valley,24,M,B,I,possess 28.5 grams or less of marijuana,34.2011,-118.4883,1,1,0,4
2015-02-12,2340.0,Newton,30,M,B,M,possess 28.5 grams or less of marijuana**,34.032,-118.2441,3,13,2,6
2015-02-13,1230.0,77th Street,21,M,B,F,unlawfully plant/cultivate/etc marijuana,33.9727,-118.3309,0,0,1,5
2015-02-13,1515.0,Van Nuys,30,M,W,M,possess 28.5 grams or less of marijuana**,34.1594,-118.44,0,4,1,3
2015-02-13,745.0,77th Street,73,M,B,F,possession marijuana for sale,33.997,-118.3113,0,2,2,11
2015-02-13,1920.0,77th Street,50,M,B,M,possess 28.5 grams or less of marijuana**,33.9727,-118.3309,0,0,1,5
2015-02-13,920.0,77th Street,47,M,B,F,transport/sell/furnish/etc marijuana,33.9727,-118.3309,0,0,1,5
2015-02-13,1920.0,77th Street,47,M,B,F,transport/sell/furnish/etc marijuana,33.9727,-118.3309,0,0,1,5
2015-02-13,1900.0,Pacific,59,F,B,F,transport/sell/furnish/etc marijuana,33.9933,-118.4765,1,4,1,3
2015-02-13,2315.0,Southwest,45,M,B,F,possession marijuana for sale,34.0276,-118.326,0,1,2,11
2015-02-14,1400.0,Southeast,30,M,B,F,transport/sell/furnish/etc marijuana,33.9367,-118.2871,0,2,2,12
2015-02-15,1940.0,Southeast,21,M,B,M,poss of more than 28.5 grams of marijuana,33.941,-118.2516,0,0,4,14
2015-02-16,2330.0,West Valley,24,M,O,M,poss of more than 28.5 grams of marijuana,34.1678,-118.5336,0,1,2,5
2015-02-16,1350.0,N Hollywood,21,M,H,I,possess 28.5 grams or less of marijuana,34.1722,-118.3615,0,3,0,4
2015-02-16,125.0,Pacific,26,M,B,F,transport/sell/furnish/etc marijuana,33.9546,-118.3962,1,1,0,2
2015-02-16,1745.0,Wilshire,55,M,W,F,transport/sell/furnish/etc marijuana,34.0835,-118.3428,2,3,2,6
2015-02-16,1930.0,West LA,43,M,W,M,possess 28.5 grams or less of marijuana**,34.0337,-118.4488,0,4,1,4
2015-02-17,1255.0,Topanga,23,M,H,I,possess 28.5 grams or less of marijuana,34.2011,-118.5928,0,0,2,8
2015-02-17,1650.0,Southwest,25,M,H,F,transport/sell/furnish/etc marijuana,34.0108,-118.3214,0,1,5,9
