Arrest Date,Time,Area Name,Age,Sex Code,Descent Code,Arrest Type Code,Charge Description,lat,long,disp_0.5_mile,disp_1_mile,school_0.5_mile,school_1_mile
2015-06-04,1620.0,Topanga,21,M,H,F,transport/sell/furnish/etc marijuana,34.2047,-118.5879,0,0,1,6
2015-06-05,1845.0,Wilshire,29,M,B,F,possession marijuana for sale,34.0357,-118.3671,0,1,1,10
2015-06-05,2250.0,Foothill,25,M,H,F,possession marijuana for sale,34.2602,-118.4336,0,0,0,8
2015-06-06,1930.0,77th Street,21,M,H,I,possess 28.5 grams or less of marijuana,33.9915,-118.2809,0,0,4,15
2015-06-06,900.0,Harbor,33,M,H,M,possess 28.5 grams or less of marijuana**,33.7907,-118.2828,0,0,1,5
2015-06-08,1540.0,Hollywood,32,M,W,F,possession marijuana for sale,34.1,-118.3113,1,6,5,10
2015-06-08,1540.0,Hollywood,23,M,O,F,possession marijuana for sale,34.1,-118.3113,1,6,5,10
2015-06-08,13.0,West Valley,20,M,O,F,transport/sell/furnish/etc marijuana,34.166,-118.5095,0,1,1,2
2015-06-08,11.0,West Valley,23,M,W,F,possession marijuana for sale,34.166,-118.5095,0,1,1,2
2015-06-09,1610.0,Hollenbeck,21,F,O,M,possess 28.5 grams or less of marijuana,34.0716,-118.2224,2,2,3,9
2015-06-09,1830.0,Rampart,25,M,H,M,possess 28.5 grams or less of marijuana**,34.0768,-118.2868,1,2,7,15
2015-06-09,1800.0,Olympic,23,M,H,M,poss of more than 28.5 grams of marijuana,34.0654,-118.2954,0,2,5,26
2015-06-10,1740.0,Newton,18,M,B,F,possession marijuana for sale,33.9902,-118.2564,0,1,6,18
2015-06-10,1705.0,West LA,45,M,W,F,transport/sell/furnish/etc marijuana,34.0401,-118.4644,0,0,2,3
2015-06-10,2215.0,Rampart,24,M,H,I,possess 28.5 grams or less of marijuana,34.0625,-118.2714,1,3,5,28
2015-06-10,1640.0,Northeast,38,M,H,I,possess 28.5 grams or less of marijuana,34.1232,-118.216,1,1,1,7
2015-06-10,1845.0,Hollywood,20,F,H,I,possess 28.5 grams or less of marijuana,34.0981,-118.3136,1,6,5,10
2015-06-10,830.0,Hollywood,19,M,H,I,possess 28.5 grams or less of marijuana,34.095,-118.307,2,6,6,10
2015-06-11,2150.0,Newton,37,M,H,F,possession marijuana for sale,33.9921,-118.2564,0,1,4,17
2015-06-11,1530.0,Hollenbeck,26,M,H,F,possession marijuana for sale,34.0276,-118.2127,2,5,8,15
2015-06-11,1940.0,Hollywood,20,M,O,I,possess 28.5 grams or less of marijuana,34.1016,-118.331,2,2,1,8
2015-06-11,1530.0,Mission,28,M,H,I,possess 28.5 grams or less of marijuana,34.2646,-118.4673,0,0,0,4
2015-06-11,1345.0,West LA,16,M,H,F,possession marijuana for sale,34.041,-118.3802,0,0,1,7
2015-06-11,1000.0,Newton,47,M,B,F,possession marijuana for sale,34.0389,-118.2472,4,18,1,6
2015-06-12,1540.0,N Hollywood,21,M,H,M,possess 28.5 grams or less of marijuana**,34.17,-118.3741,2,4,2,7
2015-06-12,1030.0,Foothill,33,M,H,F,possession marijuana for sale,34.2625,-118.4051,0,0,0,6
2015-06-12,315.0,Hollywood,21,M,B,F,possession marijuana for sale,34.0907,-118.3386,2,6,1,6
2015-06-12,2000.0,Hollenbeck,19,M,H,F,transport/sell/furnish/etc marijuana,34.0498,-118.2011,0,0,2,11
2015-06-13,100.0,Harbor,37,M,H,M,possess 28.5 grams or less of marijuana**,33.7862,-118.2908,0,0,1,3
2015-06-13,1710.0,Van Nuys,37,M,W,F,transport/sell/furnish/etc marijuana,34.1504,-118.4312,3,4,1,3
2015-06-14,1640.0,West LA,23,M,H,F,transport/sell/furnish/etc marijuana,34.0477,-118.448,0,4,1,4
2015-06-14,1910.0,Newton,18,M,H,F,possession marijuana for sale,33.9994,-118.2543,0,0,6,16
2015-06-15,2335.0,Hollywood,33,M,W,F,transport/sell/furnish/etc marijuana,34.1038,-118.3151,0,4,3,8
2015-06-15,1715.0,West LA,37,M,O,F,attempt - sell/furnish/etc marijuana,34.0471,-118.449,0,4,1,4
2015-06-15,1715.0,West LA,34,M,O,F,attempt - sell/furnish/etc marijuana,34.0477,-118.448,0,4,1,4
2015-06-15,1730.0,Central,56,M,B,F,transport/sell/furnish/etc marijuana,34.0449,-118.2458,6,12,0,5
2015-06-15,1730.0,Central,50,M,B,M,possess 28.5 grams or less of marijuana**,34.0448,-118.2474,6,13,0,5
2015-06-16,900.0,Northeast,13,F,H,F,transport/sell/furnish/etc marijuana,34.1178,-118.2488,0,0,3,6
2015-06-16,615.0,77th Street,31,M,H,F,possession marijuana for sale,33.9782,-118.282,0,0,4,12
2015-06-16,1655.0,Pacific,23,M,W,F,transport/sell/furnish/etc marijuana,33.9901,-118.4764,1,3,1,2
2015-06-16,1525.0,Pacific,56,M,B,F,transport/sell/furnish/etc marijuana,33.986,-118.4724,1,2,1,3
2015-06-16,1930.0,Southwest,18,M,H,F,transport/sell/furnish/etc marijuana,34.0001,-118.3192,0,0,3,15
2015-06-16,1800.0,Southeast,29,M,B,F,transport/sell/furnish/etc marijuana,33.931,-118.251,0,0,2,13
2015-06-16,1655.0,Pacific,34,M,W,F,transport/sell/furnish/etc marijuana,33.988,-118.4703,1,3,1,5
2015-06-16,1810.0,Pacific,31,M,B,F,transport/sell/furnish/etc marijuana,33.9906,-118.4391,1,2,2,9
2015-06-16,1525.0,Pacific,46,M,B,F,transport/sell/furnish/etc marijuana,33.988,-118.4703,1,3,1,5
2015-06-18,830.0,West Valley,43,M,W,F,transport/sell/furnish/etc marijuana,34.1398,-118.4913,0,0,0,1
2015-06-18,1000.0,Mission,28,M,H,F,transport/sell/furnish/etc marijuana,34.2573,-118.4696,0,0,0,5
2015-06-18,214.0,Harbor,34,M,H,F,possession marijuana for sale,33.7795,-118.2723,0,0,3,7
2015-06-18,2210.0,Central,25,M,H,F,transport/sell/furnish/etc marijuana,34.0448,-118.2474,6,13,0,5
2015-06-18,1820.0,Southeast,22,M,B,F,transport/sell/furnish/etc marijuana,33.9358,-118.25,0,0,5,16
2015-06-18,1745.0,Hollywood,22,M,B,F,transport/sell/furnish/etc marijuana,34.1016,-118.3267,2,2,2,10
2015-06-18,1820.0,Southeast,33,M,B,F,transport/sell/furnish/etc marijuana,33.9358,-118.25,0,0,5,16
2015-06-18,1340.0,Pacific,22,F,B,I,possess 28.5 grams or less of marijuana,33.9874,-118.472,1,2,1,4
2015-06-18,1340.0,Pacific,27,M,B,I,possess 28.5 grams or less of marijuana,33.9874,-118.472,1,2,1,4
2015-06-18,850.0,Pacific,22,M,B,I,possess 28.5 grams or less of marijuana,33.9956,-118.4722,3,4,1,3
2015-06-18,850.0,Pacific,19,M,B,I,possess 28.5 grams or less of marijuana,33.9956,-118.4722,3,4,1,3
2015-06-19,1730.0,Central,28,M,B,M,poss of more than 28.5 grams of marijuana,34.0438,-118.2547,7,19,1,6
2015-06-19,2010.0,Central,67,M,B,M,possess 28.5 grams or less of marijuana**,34.0453,-118.2443,4,10,0,5
2015-06-19,1720.0,Newton,58,M,H,F,transport/sell/furnish/etc marijuana,34.0028,-118.242,0,0,2,12
2015-06-19,2230.0,Rampart,30,M,H,I,possess 28.5 grams or less of marijuana,34.0559,-118.2756,1,4,6,27
2015-06-19,2017.0,West Valley,20,F,H,M,possess 28.5 grams or less of marijuana**,34.2048,-118.5361,0,0,2,6
2015-06-20,2240.0,Central,46,M,B,F,transport/sell/furnish/etc marijuana,34.0474,-118.2496,6,12,1,6
2015-06-20,1430.0,West Valley,21,M,O,F,possession marijuana for sale,34.1985,-118.4837,1,1,1,2
2015-06-21,2255.0,Northeast,20,M,W,F,transport/sell/furnish/etc marijuana,34.0882,-118.2646,0,2,2,7
2015-06-21,2230.0,Southeast,31,M,H,F,possession marijuana for sale,33.9441,-118.2608,0,1,2,16
2015-06-22,2000.0,Hollywood,19,M,H,M,give/transport/etc < 28.5 grams marijuana,34.103,-118.3072,2,3,2,9
2015-06-22,2000.0,Hollywood,20,M,H,I,possess 28.5 grams or less of marijuana,34.103,-118.3072,2,3,2,9
2015-06-22,1300.0,N Hollywood,27,M,W,M,possess 28.5 grams or less of marijuana**,34.1614,-118.379,2,4,1,6
2015-06-22,1500.0,Central,34,M,H,M,possess 28.5 grams or less of marijuana**,34.0449,-118.2458,6,12,0,5
2015-06-23,1400.0,N Hollywood,20,M,W,F,possession marijuana for sale,34.1613,-118.4008,0,0,0,5
2015-06-23,1500.0,Mission,53,F,W,F,unlawfully plant/cultivate/etc marijuana,34.2747,-118.4696,0,0,1,2
2015-06-23,1135.0,Pacific,43,M,B,F,possession marijuana for sale,33.9579,-118.402,1,2,1,2
2015-06-23,1430.0,Central,35,M,B,F,transport/sell/furnish/etc marijuana,34.0428,-118.2461,6,13,1,6
2015-06-23,1530.0,West LA,31,M,W,M,possess 28.5 grams or less of marijuana**,34.0362,-118.4367,4,6,2,7
2015-06-23,1815.0,Hollenbeck,25,M,H,I,possess 28.5 grams or less of marijuana,34.0887,-118.1785,0,0,1,6
2015-06-24,1630.0,Newton,27,M,W,F,possession marijuana for sale,34.0276,-118.2299,3,10,0,6
2015-06-24,1700.0,Newton,27,M,W,F,possession marijuana for sale,34.0276,-118.2299,3,10,0,6
2015-06-24,1810.0,Hollenbeck,29,F,W,M,possess 28.5 grams or less of marijuana**,34.0188,-118.1961,1,3,0,7
2015-06-25,1505.0,Olympic,26,F,B,F,transport/sell/furnish/etc marijuana,34.0499,-118.2879,1,3,5,28
2015-06-25,1530.0,Olympic,26,F,H,F,transport/sell/furnish/etc marijuana,34.0473,-118.2853,1,3,4,23
2015-06-25,1815.0,Southwest,31,F,B,F,transport/sell/furnish/etc marijuana,34.0055,-118.2915,0,2,5,11
2015-06-25,1530.0,Olympic,22,M,H,F,transport/sell/furnish/etc marijuana,34.0499,-118.2879,1,3,5,28
2015-06-25,1815.0,Southwest,37,M,B,F,possession marijuana for sale,34.0055,-118.2915,0,2,5,11
2015-06-26,2200.0,Newton,33,M,B,F,possession marijuana for sale,33.9925,-118.2674,0,0,5,15
2015-06-26,1330.0,Hollywood,27,M,O,M,possess 28.5 grams or less of marijuana,34.103,-118.3387,0,4,2,4
2015-06-26,330.0,Van Nuys,27,M,W,I,possess 28.5 grams or less of marijuana,34.1867,-118.4444,0,1,2,9
2015-06-26,1440.0,Van Nuys,52,M,O,F,possession marijuana for sale,34.1849,-118.4662,0,1,1,5
2015-06-26,1325.0,Pacific,27,M,O,M,possess 28.5 grams or less of marijuana,33.9933,-118.4765,1,4,1,3
2015-06-27,845.0,Foothill,51,M,B,M,poss of more than 28.5 grams of marijuana,34.2784,-118.4182,0,0,1,8
2015-06-27,1325.0,Southeast,46,M,B,F,transport/sell/furnish/etc marijuana,33.931,-118.2916,0,0,2,9
2015-06-29,2230.0,Devonshire,21,M,H,I,possess 28.5 grams or less of marijuana,34.2648,-118.5045,0,0,3,7
2015-06-29,130.0,Harbor,20,M,H,F,possession marijuana for sale,33.7324,-118.2902,0,0,4,8
2015-06-29,2135.0,West Valley,29,M,W,F,transport/sell/furnish/etc marijuana,34.1724,-118.536,0,1,1,7
2015-06-30,2345.0,Mission,21,M,H,I,possess 28.5 grams or less of marijuana,34.3008,-118.4377,0,0,1,10
2015-07-01,1655.0,Hollywood,15,M,B,F,transport/sell/furnish/etc marijuana,34.1016,-118.3387,0,5,2,4
2015-07-01,1845.0,Hollywood,24,M,W,F,transport/sell/furnish/etc marijuana,34.1016,-118.331,2,2,1,8
2015-07-01,1400.0,N Hollywood,50,M,W,F,possession marijuana for sale,34.1722,-118.379,2,4,3,8
2015-07-01,1910.0,Newton,28,M,H,M,poss of more than 28.5 grams of marijuana,34.0216,-118.2613,0,9,2,20
2015-07-01,1730.0,Van Nuys,21,M,H,M,possess 28.5 grams or less of marijuana,34.203,-118.4344,0,0,1,5
2015-07-01,1730.0,Van Nuys,27,M,W,M,possess 28.5 grams or less of marijuana,34.203,-118.4344,0,0,1,5
2015-07-01,1730.0,Van Nuys,22,M,H,M,possess 28.5 grams or less of marijuana,34.203,-118.4344,0,0,1,5
2015-07-01,1330.0,Foothill,36,M,O,M,possess 28.5 grams or less of marijuana,34.2493,-118.29,0,0,1,3
2015-07-01,1720.0,Hollenbeck,23,F,H,M,possess 28.5 grams or less of marijuana**,34.0307,-118.2074,2,4,5,19
2015-07-01,1635.0,Hollenbeck,21,M,H,M,possess 28.5 grams or less of marijuana**,34.0216,-118.2048,2,5,3,11
2015-07-02,1710.0,Van Nuys,28,M,W,F,possession marijuana for sale,34.1505,-118.4458,4,4,0,1
2015-07-02,1615.0,Hollenbeck,25,M,H,F,possession marijuana for sale,34.0887,-118.1809,0,0,1,6
2015-07-02,1840.0,Rampart,22,M,O,F,possession marijuana for sale,34.0723,-118.2831,1,3,9,21
2015-07-02,1555.0,Central,33,M,B,M,possess 28.5 grams or less of marijuana**,34.0403,-118.2421,1,9,2,4
2015-07-02,2245.0,77th Street,31,M,B,F,possession marijuana for sale,33.9643,-118.2871,0,1,7,14
2015-07-03,10.0,Hollywood,24,M,B,F,possession marijuana for sale,34.0997,-118.3361,0,5,2,6
2015-07-03,825.0,Pacific,27,M,B,F,transport/sell/furnish/etc marijuana,33.944,-118.4073,0,1,0,0
2015-07-04,2030.0,77th Street,30,M,B,F,possession marijuana for sale,33.9751,-118.2918,0,0,4,10
2015-07-04,2100.0,Pacific,18,M,B,M,minor poss 28.5+ grams marijuana/school,33.988,-118.4703,1,3,1,5
2015-07-05,1720.0,West LA,24,M,B,I,possess 28.5 grams or less of marijuana,34.0501,-118.4601,0,0,2,4
2015-07-05,1715.0,West LA,19,M,H,I,possess 28.5 grams or less of marijuana,34.0501,-118.4601,0,0,2,4
2015-07-05,1755.0,Wilshire,18,M,H,I,possess 28.5 grams or less of marijuana,34.0762,-118.3532,0,2,1,5
2015-07-05,2000.0,Pacific,32,M,H,I,possess 28.5 grams or less of marijuana,33.9918,-118.4791,1,4,1,2
2015-07-05,1720.0,Wilshire,19,M,H,I,possess 28.5 grams or less of marijuana,34.0704,-118.3532,0,1,1,3
2015-07-05,1825.0,Hollenbeck,41,M,H,F,possession marijuana for sale,34.0222,-118.2115,2,6,3,10
2015-07-05,1705.0,Wilshire,19,M,B,F,transport/sell/furnish/etc marijuana,34.0735,-118.3571,0,1,2,4
2015-07-05,1750.0,N Hollywood,20,M,H,I,possess 28.5 grams or less of marijuana,34.2012,-118.4225,0,0,1,6
2015-07-05,1800.0,Hollywood,23,M,B,F,transport/sell/furnish/etc marijuana,34.1016,-118.3387,0,5,2,4
2015-07-06,50.0,N Hollywood,33,M,W,F,possession marijuana for sale,34.194,-118.3965,0,3,2,4
2015-07-06,1410.0,West LA,48,M,W,I,possess 28.5 grams or less of marijuana,34.0369,-118.3823,0,1,1,6
2015-07-06,1825.0,West LA,49,M,W,I,possess 28.5 grams or less of marijuana,34.0445,-118.4491,1,5,1,5
2015-07-06,1645.0,Foothill,57,M,O,F,possession marijuana for sale,34.2139,-118.3632,1,2,2,2
2015-07-06,1400.0,Southwest,35,F,B,F,possession marijuana for sale,34.0199,-118.3608,0,1,1,9
2015-07-06,1530.0,Van Nuys,33,M,W,F,unlawfully plant/cultivate/etc marijuana,34.1827,-118.4465,0,1,2,8
2015-07-07,1915.0,Van Nuys,22,M,H,M,possess 28.5 grams or less of marijuana**,34.1907,-118.4487,0,1,5,10
2015-07-07,700.0,Newton,21,F,B,F,transport/sell/furnish/etc marijuana,34.0112,-118.2728,2,3,6,21
2015-07-07,1955.0,West Valley,30,M,H,F,possession marijuana for sale,34.1867,-118.4836,0,1,0,1
2015-07-07,2340.0,West LA,40,M,W,M,possess 28.5 grams or less of marijuana**,34.0456,-118.4519,0,1,2,3
2015-07-08,1330.0,Van Nuys,23,M,H,I,possess 28.5 grams or less of marijuana,34.1827,-118.4465,0,1,2,8
2015-07-08,2315.0,Central,60,M,B,F,transport/sell/furnish/etc marijuana,34.035,-118.2386,0,14,2,4
2015-07-09,1900.0,Foothill,40,M,W,F,transport/sell/furnish/etc marijuana,34.2233,-118.3964,0,0,2,9
2015-07-09,1210.0,West LA,17,M,B,M,minor poss 28.5+ grams marijuana/school,34.031,-118.411,0,1,1,6
2015-07-10,1800.0,Pacific,29,M,W,F,transport/sell/furnish/etc marijuana,34.0011,-118.4673,2,4,2,4
2015-07-10,1750.0,Hollywood,22,M,B,M,give/transport/etc < 28.5 grams marijuana,34.0981,-118.3093,2,4,5,11
2015-07-10,1715.0,Pacific,24,M,W,M,possess 28.5 grams or less of marijuana,33.9933,-118.4765,1,4,1,3
2015-07-10,1500.0,West Valley,28,M,H,I,possess 28.5 grams or less of marijuana,34.1939,-118.4749,0,0,1,3
2015-07-11,1905.0,Rampart,30,F,W,I,possess 28.5 grams or less of marijuana,34.0777,-118.2868,1,2,7,13
2015-07-11,1810.0,Central,55,M,B,M,possess 28.5 grams or less of marijuana**,34.0481,-118.2507,7,12,2,9
2015-07-11,1530.0,Pacific,19,M,B,I,possess 28.5 grams or less of marijuana,33.9875,-118.4741,1,2,1,3
2015-07-12,1635.0,West LA,38,M,W,F,transport/sell/furnish/etc marijuana,34.0419,-118.4247,1,4,2,2
2015-07-12,2210.0,Hollywood,15,M,B,F,possession marijuana for sale,34.1016,-118.3333,2,2,2,5
2015-07-13,1415.0,West Valley,26,M,H,F,unlawfully plant/cultivate/etc marijuana,34.2077,-118.4912,0,1,0,3
2015-07-13,1415.0,West Valley,43,M,H,F,unlawfully plant/cultivate/etc marijuana,34.2077,-118.4912,0,1,0,3
2015-07-13,1415.0,West Valley,29,M,H,F,unlawfully plant/cultivate/etc marijuana,34.2077,-118.4912,0,1,0,3
2015-07-13,1415.0,West Valley,22,M,O,F,unlawfully plant/cultivate/etc marijuana,34.2103,-118.4771,0,1,1,1
2015-07-13,1415.0,West Valley,23,M,H,F,unlawfully plant/cultivate/etc marijuana,34.2077,-118.4912,0,1,0,3
2015-07-13,1415.0,West Valley,29,M,H,F,unlawfully plant/cultivate/etc marijuana,34.2077,-118.4912,0,1,0,3
2015-07-13,2140.0,West Valley,24,M,H,M,possess 28.5 grams or less of marijuana**,34.1819,-118.5404,0,0,2,4
2015-07-14,1400.0,Wilshire,19,M,H,M,possess 28.5 grams or less of marijuana**,34.0838,-118.3595,1,7,4,8
2015-07-14,445.0,Southeast,14,M,H,M,minor poss 28.5+ grams marijuana/school,33.9565,-118.2646,0,1,4,15
2015-07-14,1120.0,Hollenbeck,21,M,O,F,possession marijuana for sale,34.0285,-118.2031,1,5,5,19
2015-07-14,1020.0,Hollenbeck,33,F,H,M,possess 28.5 grams or less of marijuana**,34.0216,-118.2048,2,5,3,11
2015-07-15,1345.0,Pacific,23,F,W,F,transport/sell/furnish/etc marijuana,33.9947,-118.4805,1,4,0,2
2015-07-15,1345.0,Pacific,23,M,O,F,transport/sell/furnish/etc marijuana,33.9949,-118.4801,1,4,0,2
2015-07-15,2120.0,Southeast,22,M,B,M,possess 28.5 grams or less of marijuana**,33.9415,-118.2462,0,0,5,16
2015-07-16,1335.0,Hollywood,27,M,O,F,transport/sell/furnish/etc marijuana,34.1004,-118.3414,0,5,2,4
2015-07-16,1535.0,77th Street,27,M,B,M,possess 28.5 grams or less of marijuana**,33.9717,-118.2827,0,1,3,14
2015-07-16,1835.0,Pacific,26,M,W,M,possess 28.5 grams or less of marijuana,33.9451,-118.4029,0,1,0,0
2015-07-17,2325.0,Hollywood,25,M,H,M,possess 28.5 grams or less of marijuana,34.1016,-118.3361,0,4,2,5
2015-07-17,2145.0,Hollywood,36,M,W,M,possess 28.5 grams or less of marijuana,34.103,-118.3225,2,3,1,8
2015-07-17,515.0,Foothill,24,M,H,F,possession marijuana for sale,34.2368,-118.3681,1,1,1,3
2015-07-17,515.0,Foothill,21,M,H,F,possession marijuana for sale,34.2368,-118.3681,1,1,1,3
2015-07-17,515.0,Foothill,60,M,H,F,possession marijuana for sale,34.2368,-118.3681,1,1,1,3
2015-07-17,2050.0,Hollywood,36,M,B,F,possession marijuana for sale,34.1016,-118.3333,2,2,2,5
2015-07-17,1000.0,Mission,20,M,B,F,transport/sell/furnish/etc marijuana,34.2427,-118.4702,0,0,2,13
2015-07-18,2150.0,Wilshire,34,M,B,F,transport/sell/furnish/etc marijuana,34.0399,-118.3398,0,2,1,8
2015-07-18,1900.0,Mission,43,F,W,M,possess 28.5 grams or less of marijuana,34.2427,-118.4702,0,0,2,13
2015-07-19,1930.0,Hollywood,20,M,B,M,possess 28.5 grams or less of marijuana**,34.1016,-118.3333,2,2,2,5
2015-07-20,1735.0,West LA,50,F,W,I,possess 28.5 grams or less of marijuana,34.0437,-118.443,1,6,1,5
2015-07-21,1710.0,Newton,20,M,B,M,possess 28.5 grams or less of marijuana**,34.0216,-118.2588,0,8,3,21
2015-07-21,100.0,Hollywood,23,M,O,F,transport/sell/furnish/etc marijuana,34.0987,-118.3337,2,4,2,6
2015-07-21,1710.0,Newton,22,F,B,F,transport/sell/furnish/etc marijuana,34.0219,-118.2571,0,10,3,20
2015-07-21,2015.0,Hollywood,20,M,B,F,possession marijuana for sale,34.1016,-118.3333,2,2,2,5
2015-07-22,1455.0,Pacific,27,M,O,F,transport/sell/furnish/etc marijuana,33.9877,-118.4723,1,2,1,4
2015-07-22,1320.0,77th Street,30,M,B,I,possess 28.5 grams or less of marijuana,33.9644,-118.2959,0,0,4,12
2015-07-22,1525.0,Northeast,46,M,W,F,possession marijuana for sale,34.1071,-118.2509,0,0,2,10
2015-07-22,1400.0,Pacific,46,M,B,F,possession marijuana for sale,33.9984,-118.415,1,2,3,7
2015-07-22,1400.0,Pacific,46,M,B,F,possession marijuana for sale,33.9984,-118.415,1,2,3,7
2015-07-22,1530.0,Northeast,38,M,W,F,possession marijuana for sale,34.1071,-118.2509,0,0,2,10
2015-07-22,1500.0,West LA,29,M,W,F,possession marijuana for sale,34.0389,-118.4226,0,3,1,4
2015-07-22,1645.0,Newton,54,M,B,F,transport/sell/furnish/etc marijuana,34.0199,-118.2601,0,8,3,22
2015-07-22,2225.0,Mission,19,M,H,M,possess 28.5 grams or less of marijuana**,34.3083,-118.4442,0,0,5,9
2015-07-23,1825.0,West LA,52,M,W,I,possess 28.5 grams or less of marijuana,34.0325,-118.4176,0,1,1,4
2015-07-23,1705.0,Rampart,54,M,B,F,transport/sell/furnish/etc marijuana,34.0559,-118.2756,1,4,6,27
2015-07-23,1330.0,Hollywood,31,M,W,F,possession marijuana for sale,34.1039,-118.3311,2,2,1,3
2015-07-23,1645.0,Pacific,16,M,H,F,possession marijuana for sale,33.9958,-118.4103,0,2,3,5
2015-07-23,1600.0,Topanga,40,M,O,F,possession marijuana for sale,34.2094,-118.5994,0,0,3,9
2015-07-23,1845.0,Van Nuys,30,M,W,F,transport/sell/furnish/etc marijuana,34.1747,-118.4442,0,1,0,4
2015-07-23,1600.0,Topanga,50,M,W,F,possession marijuana for sale,34.2094,-118.5994,0,0,3,9
2015-07-23,1600.0,Topanga,45,M,W,F,possession marijuana for sale,34.2094,-118.5994,0,0,3,9
2015-07-23,1230.0,Southwest,20,M,H,M,possess 28.5 grams or less of marijuana,34.0277,-118.2937,0,3,5,15
2015-07-23,1220.0,Hollywood,30,M,B,F,possession marijuana for sale,34.0944,-118.331,2,4,2,10
2015-07-24,1300.0,Newton,29,F,O,F,unlawfully plant/cultivate/etc marijuana,34.0276,-118.2299,3,10,0,6
2015-07-24,1000.0,Wilshire,37,M,O,F,possession marijuana for sale,34.0537,-118.3619,1,3,0,5
2015-07-24,1300.0,Newton,40,M,H,F,unlawfully plant/cultivate/etc marijuana,34.0276,-118.2299,3,10,0,6
2015-07-24,845.0,Wilshire,31,M,B,F,possession marijuana for sale,34.0472,-118.3656,1,3,2,6
2015-07-25,2150.0,Topanga,18,M,H,I,possess 28.5 grams or less of marijuana,34.201,-118.5797,0,0,1,6
2015-07-25,2315.0,Van Nuys,31,M,W,I,possess 28.5 grams or less of marijuana,34.174,-118.4662,0,1,0,5
2015-07-26,2030.0,Topanga,25,F,H,I,possess 28.5 grams or less of marijuana,34.221,-118.5989,0,0,0,3
2015-07-26,1915.0,Topanga,46,M,W,I,possess 28.5 grams or less of marijuana,34.1753,-118.6015,0,1,0,1
2015-07-26,1915.0,Topanga,43,M,W,I,possess 28.5 grams or less of marijuana,34.1753,-118.6015,0,1,0,1
2015-07-26,945.0,West LA,24,M,B,I,possess 28.5 grams or less of marijuana,34.0315,-118.5277,0,0,0,2
2015-07-26,1830.0,77th Street,27,M,B,F,possession marijuana for sale,33.9527,-118.3057,0,1,2,8
2015-07-26,900.0,West LA,57,M,B,I,possess 28.5 grams or less of marijuana,34.0279,-118.5188,0,0,0,1
2015-07-27,1145.0,Hollywood,52,M,W,F,transport/sell/furnish/etc marijuana,34.098,-118.3506,1,5,1,7
2015-07-27,1630.0,Southwest,53,M,H,M,poss of more than 28.5 grams of marijuana,34.0317,-118.2769,3,11,8,18
2015-07-27,1430.0,Hollywood,21,M,B,F,transport/sell/furnish/etc marijuana,34.0966,-118.3049,2,6,3,10
2015-07-27,1430.0,Hollywood,22,M,B,F,transport/sell/furnish/etc marijuana,34.0908,-118.3092,2,6,4,11
2015-07-27,1430.0,Hollywood,22,F,B,F,transport/sell/furnish/etc marijuana,34.0908,-118.3092,2,6,4,11
2015-07-27,1410.0,Hollywood,28,M,B,M,possess 28.5 grams or less of marijuana,34.1016,-118.3387,0,5,2,4
2015-07-28,1435.0,77th Street,58,M,H,F,possession marijuana for sale,33.9644,-118.2827,1,1,4,17
2015-07-28,1330.0,N Hollywood,24,F,H,F,possession marijuana for sale,34.1613,-118.4008,0,0,0,5
2015-07-28,1820.0,Central,49,M,B,F,transport/sell/furnish/etc marijuana,34.0446,-118.245,4,11,0,5
2015-07-28,130.0,Hollywood,19,F,H,M,possess 28.5 grams or less of marijuana**,34.0987,-118.3337,2,4,2,6
2015-07-28,1810.0,Central,44,M,H,M,possess 28.5 grams or less of marijuana**,34.0435,-118.2427,4,8,0,6
2015-07-28,1830.0,Central,50,M,B,M,possess 28.5 grams or less of marijuana**,34.0435,-118.2427,4,8,0,6
2015-07-28,1850.0,West LA,20,M,H,I,possess 28.5 grams or less of marijuana,34.0437,-118.443,1,6,1,5
2015-07-30,1625.0,Rampart,38,M,W,F,unlawfully plant/cultivate/etc marijuana,34.0433,-118.274,1,12,6,18
2015-07-30,1625.0,Rampart,39,M,O,F,unlawfully plant/cultivate/etc marijuana,34.0438,-118.2728,1,12,5,19
2015-07-30,1520.0,Newton,25,M,H,F,possession marijuana for sale,34.0321,-118.258,9,17,4,12
2015-07-30,1625.0,Rampart,38,M,W,F,unlawfully plant/cultivate/etc marijuana,34.0433,-118.274,1,12,6,18
2015-07-30,1625.0,Rampart,37,M,H,F,unlawfully plant/cultivate/etc marijuana,34.0444,-118.2721,1,12,4,19
2015-07-30,1520.0,Newton,18,M,H,F,possession marijuana for sale,34.0321,-118.258,9,17,4,12
2015-07-30,1520.0,Newton,38,M,H,F,possession marijuana for sale,34.0321,-118.258,9,17,4,12
2015-07-30,1520.0,Newton,27,M,H,F,possession marijuana for sale,34.0321,-118.258,9,17,4,12
2015-07-30,1300.0,Hollywood,30,M,B,I,possess 28.5 grams or less of marijuana,34.1016,-118.3387,0,5,2,4
2015-07-30,1100.0,Hollywood,39,M,H,F,possession marijuana for sale,34.1006,-118.3417,0,5,2,4
2015-07-30,1100.0,Hollywood,30,M,B,F,possession marijuana for sale,34.1006,-118.3417,0,5,2,4
2015-07-30,1100.0,Hollywood,37,F,H,F,possession marijuana for sale,34.1006,-118.3417,0,5,2,4
2015-07-31,2030.0,Hollywood,26,M,B,M,possess 28.5 grams or less of marijuana,34.0987,-118.3337,2,4,2,6
